instruction,response,source,conversation_id,movie_title,genres
De quoi tu parles?,"Serviteurs, Maîtres, c'est ridicule. Alfred est l'homme le plus gentil et le plus noble vivant et il a soumis toute sa vie et ses rêves à quelqu'un d'autre.",cornell_movie_dialogs,conv_36958,batman and robin,"action, adventure, crime, drama, sci-fi"
J'ai toujours pensé que c'était le travail d'un tueur en série. Quiconque a pris autant de temps et d'attention à bisecter un autre être humain a dû en profiter et l'aurait fait à nouveau. Et encore. Jusqu'à ce que quelqu'un l'arrête.,"C'est votre... théorie, n'est-ce pas?",cornell_movie_dialogs,conv_15604,kalifornia,"crime, drama, thriller"
"M. Carter, j'apprécie votre désir de me montrer un bon moment, mais ce n'est pas la raison pour laquelle je suis ici.","Permettez-moi de clarifier quelques choses. Je me fiche du genre de flic que vous êtes en Chine, vous n'avez aucune juridiction en Amérique. Sans moi, tu n'es qu'un touriste.",cornell_movie_dialogs,conv_67338,rush hour,"action, comedy, thriller, crime"
"Jézabel, du bureau de poste. Tu te souviens, tu l'as rencontrée à la fête de Noël. Je vivais avec elle. Mon Dieu, c'était un cauchemar. Il y avait tous ces démons et j'étais en feu. Seulement je brûlais de la glace.","Des pensées de culpabilité. Tu vois ce qui se passe quand tu me trompes, même dans ton esprit?",cornell_movie_dialogs,conv_14950,jacob's ladder,"drama, mystery, thriller"
Mlle Universe a de la chance?,La peau doit toucher la peau. C'est l'exigence du mandat. Alors il fait une excuse crédible et il arrête... Son équipage a fait chanter et dépouillé la dernière marque de sa sécurité sociale...,cornell_movie_dialogs,conv_60392,miami vice,"action, crime, drama, thriller"
C'est quoi le bœuf? On est bien assis. Nous avons de la chambre et de la pension - nous sommes payés chaque semaine - il y a les palmiers et le poisson volant -,"Qu'est-ce que tu me donnes avec le poisson volant? Je sais pourquoi tu veux rester, tu cherches Sugar.",cornell_movie_dialogs,conv_70727,some like it hot,comedy
"Je n'ai jamais lu ça. C'était Henry James, non? Novel, euh, la suite du tour de la vis? Mon sexuel...","C'est l'influence de la télévision. Maintenant Marshall McLuhan s'en occupe en ce sens que c'est une haute intensité, vous comprenez? Un médium chaud... par opposition à un...",cornell_movie_dialogs,conv_34608,annie hall,"comedy, drama, romance"
"Ce n'est pas assez, vous ne comprenez pas? Je sais que c'est arrivé -- mais selon chaque norme de la science, selon chaque norme, j'ai vécu ma vie par ce fait est tout à fait à côté du point. C'est peut-être vrai mais ça n'a pas d'importance parce que je ne peux pas prouver que c'est réel.","Ellie, le seul qui te tienne à ce niveau est toi! Les gens veulent entendre votre histoire, ils ont besoin de l'entendre!",cornell_movie_dialogs,conv_43251,contact,"drama, mystery, sci-fi, thriller"
Je ne suis pas sûr de les qualifier de meurtre. Plutôt des bagarres de bar qui sont tombées en panne.,Je me souviens avoir discuté la même chose au tribunal pendant que vous essayiez de porter plainte pour meurtre.,cornell_movie_dialogs,conv_57046,freddy vs. jason,"horror, thriller"
"Si j'avais eu un jour où je n'avais pas à être confus et honteux de tout, ou si j'avais l'impression d'appartenir à un endroit.","Ici. Tu veux faire quelque chose pour moi? Si le pot recommence à bouillir, viendras-tu me voir avant de te mettre dans une confiture? Même si tu veux juste parler... rentre et tire sur la brise. C'est parfois plus facile que de parler à vos parents.",cornell_movie_dialogs,conv_24007,rebel without a cause,"drama, romance"
Je ne peux plus te faire confiance.,Et tout ce que je t'ai dit cet après-midi...,cornell_movie_dialogs,conv_64287,peggy sue got married,"comedy, drama, fantasy, romance"
De quoi?,"Vous avez vraiment foiré! J'ai reçu des nouvelles que vous vous êtes permis d'être <u>photographié</u>. Et tu as laissé Betelgeuse sortir et tu ne l'as pas remis, et tu as laissé Otho prendre le manuel.",cornell_movie_dialogs,conv_37518,beetle juice,"comedy, fantasy"
"Pourquoi es-tu si difficile? Tout ce que je demande, c'est de regarder une photo. Ça prendra cinq minutes.","Et je ne demande que la vérité. Ça prendrait cinq minutes. Pour tout ce que je sais, vous avez causé les explosions au silo... et maintenant vous essayez de voler le vaisseau de Zephram.",cornell_movie_dialogs,conv_27657,star trek: first contact,"action, adventure, sci-fi, thriller"
"Non, j'ai besoin d'un endroit pour rester. Tu aimes être à l'université?","Ok, je crois. C'est tellement intimidant. Tu sais être loin de chez toi, ne connaissant personne. J'ai l'impression d'être un geek parfois. Tout le monde est si cool et je ne le suis pas.",cornell_movie_dialogs,conv_24582,scary movie 2,comedy
J'ai deja essaye les solutions de base. Comment recuperer mon argent pour la commande ORD-963452?,"Pour un article endommage, ajoutez des photos nettes pour un traitement prioritaire.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_62531,,
Je m'en occupe.,Tout est réglé. Tout est payé.,cornell_movie_dialogs,conv_73467,sunset blvd.,"drama, film-noir"
"Contexte: je suis nouveau client. Coucou, Quelle est votre politique de remboursement?","D'accord, on va regler ca ensemble. Le remboursement arrive en general sur le moyen de paiement initial sous 5 a 10 jours ouvres.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_7983,,
"Oui, maman...",Alors voilà une petite bosse.,cornell_movie_dialogs,conv_78673,traffic,"crime, drama, thriller"
Ta gueule. J'essayais de te dire que... Le jour est mon cousin. Ils sont juste derrière.,Comme tu veux. Je n'ai rien vu. La combinaison sûre est 34-5-27. Prends tout.,cornell_movie_dialogs,conv_20583,next friday,comedy
Ouais! Vous ne manquez pas d'avoir des filles ici?,"Ça manque? Ça nous rend fous. Ça fait partie de ce club. En fait, j'aimerais annoncer que j'ai publié un article dans le journal de l'école, au nom de la société Dead Poets, exigeant que les filles soient admises à Welton, afin que nous puissions tous arrêter de battre.",cornell_movie_dialogs,conv_44891,dead poets society,drama
Je n'ai commis aucun crime de guerre.,"Qui leur dira? Vous avez besoin de moi pour dire comment vous avez aidé l'hôtel. Les autres qui sont partis, ils vous blâment pour tout leur malheur. On dit que vous avez mené les massacres.",cornell_movie_dialogs,conv_54171,hotel rwanda,"adventure, drama, history, thriller, war"
Quel est le leurre?,"Prix. Quand je partirai, donne-moi cinq minutes. Exactement cinq minutes pour sortir Dunbar de ce réservoir d'eau. Puis tu jettes Price dans l'enceinte, gentil et fort. Il va tirer toutes les lumières de chaque tour de goon. C'est notre seule chance. Qu'en dites-vous, chef des casernes?",cornell_movie_dialogs,conv_26733,stalag 17,"drama, war"
"C'est vrai! Oh, non! Je crois que j'ai fait assez d'expériences pour un jour. Félicitations, Cyril. Vous m'avez convaincu que vous êtes un philanderer du tout premier ordre. Je vous recommanderai vivement.","S'il te plaît, ne te moque pas de moi, Phyllis. Je dois te voir ce soir!",cornell_movie_dialogs,conv_2249,american madness,drama
"Contexte: je suis etudiant. Hello, Ou en est ma livraison pour ORD-906106?","Bien sur, je peux vous aider. La livraison standard prend en general 2 a 5 jours ouvres selon la destination.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_45793,,
Vous aimez travailler ici?,"C'est difficile à dire. Mais je dois commencer par travailler comme stagiaire avant de devenir un assistant de marketing expérimenté. Parfois, je suis vraiment sous pression quand il est occupé.",dialog_csv:test.csv,dialog_test_890,,
Qu'a-t-elle dit?,"Eh bien, c'était vraiment bizarre... elle a dit, salut -- c'est Anna -- et puis elle a dit, appelez-moi au Ritz -- et elle s'est donné un nom complètement différent.",cornell_movie_dialogs,conv_63278,notting hill,"comedy, romance"
Qu'attendez-vous? Pour qu'ils l'apportent ici?,"On ne peut pas y aller. Nous ne sommes pas prêts. Si profond? Ça prend des années d'entraînement, Beth. Nous ne sommes que des scientifiques. Des sciéténistes de laboratoire. Nous portons des cravates et des manteaux de laboratoire pour travailler, pas des réservoirs d'oxygène.",cornell_movie_dialogs,conv_71736,sphere,"drama, horror, mystery, sci-fi, thriller"
C'est priorite basse pour moi. J'ai le code erreur E722 a la connexion.,"D'accord, on va regler ca ensemble. Je peux vous guider avec une checklist de verification rapide. Souhaitez-vous les etapes exactes a suivre maintenant?",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_18872,,
Tu ne vas pas les chercher?,"Non, pas du tout. Tout ce que je veux, c'est qu'ils restent devant nous -- un long chemin à parcourir. Donc je monte sur la ligne pour nous trouver une nouvelle piste.",cornell_movie_dialogs,conv_24370,roughshod,"action, drama, romance, western"
"Vous mentez, Mlle Juspeczyk.",Je ne connais pas leurs vrais noms!,cornell_movie_dialogs,conv_82731,watchmen,"action, crime, fantasy, mystery, sci-fi, thriller"
"Contexte: je suis client regulier. Bonsoir, Pourquoi j'ai ete facture deux fois?","Le changement de cycle de facturation est possible depuis la page Facturation. Si vous voulez, je peux aussi vous donner une checklist concise.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_53216,,
Vraiment?,"Je parie que tu l'es. Maintenant, je ne veux plus entendre parler de ton heureuse merde de chevaux. Tu dois apprendre à te plier un peu ou me croire... tu vas te casser.",cornell_movie_dialogs,conv_30545,there's something about mary,"comedy, romance"
Oui. [Beat] Et toi?,"Jamais connu mon père. J'ai grandi avec ma mère. En fait, j'ai grandi autour de ma mère. Elle était géniale. La façon dont elle était avec ses amis... C'était cette femme qui avait tant de vie en elle, elle a dû trouver des moyens de le tuer pour être comme nous. [Beat] Elle est morte jeune.",cornell_movie_dialogs,conv_30309,the jacket,"drama, fantasy, mystery, sci-fi, thriller"
Quoi?,"Un zoo. Il veut toujours être mon ami. Mais comment lui donner quoi que ce soit quand il est... je veux dire que je l'aime et je ne veux pas lui faire de mal... mais je ne sais plus quoi faire, sauf peut-être mourir.",cornell_movie_dialogs,conv_24006,rebel without a cause,"drama, romance"
"Mais de retour en 34, Japonais-né ne pouvait pas <u>own</u>terre. Alors?",Carl a tenu ça pour eux. J'ai appelé ça un bail. Ils paient tous les mois de juin et décembre...,cornell_movie_dialogs,conv_70536,snow falling on cedars,"drama, mystery, romance, thriller"
"La mauvaise nouvelle, c'est que les mots se répandent comme des feux de forêt que nous n'avons pas de badges, et personne ne veut finir par être éparpillé comme Butch Cassidy non plus.","Si on ne prend pas une pause bientôt, on va rester debout avec nos bites entre nos mains.",cornell_movie_dialogs,conv_66321,red white black & blue,documentary
Trop chaud pour un pull.,"Vous devez comprendre comment Hollywood était il y a vingt ans. Personne ne s'est soucié du cul d'un bricoleur qui a couché avec qui, tant que tu l'as gardé hors des journaux. En dehors d'Hollywood, qui sait qui est George Cukor, encore moins ce qu'il fait avec ces garçons des magasins de malt le long de Santa Monica?",cornell_movie_dialogs,conv_51586,gods and monsters,"biography, drama"
Quand prétendre s'ennuyer est - il devenu un signe de supériorité? Tu m'en veux d'avoir donné de nouvelles coupes de cheveux à la cabine ou tu te mets encore mal à l'aise pour la foudre de Wichita?,"Quelle heure est-il? Je dois aller nourrir le grand chef Oberon... Il me manque. Wichita, c'est ça. Je veux vraiment être avec lui, mais je ne peux pas m'amener à...",cornell_movie_dialogs,conv_53307,happy campers,comedy
"Je vois ""Hot Cross Buns"", mais bon.","Très bien, Beethoven. Il regarda un piano et vit de la musique. Il était sourd quand il a composé l'Ode à Joy. Ils ont dû le retourner pour s'incliner parce qu'il ne pouvait pas entendre la foule devenir folle derrière lui. Sourd en pierre. Il a vu toute cette musique dans sa tête.",cornell_movie_dialogs,conv_52065,good will hunting,drama
C'est tout ce que sa majesté peut se permettre. Il a même donné ses propres économies personnelles. Sa majesté appréciera grandement un geste de bonne volonté dans cette délicate négociation entre nos deux familles.,"Je sais... mais les Anglais la veulent très mal, et je dois vous dire qu'ils se montrent beaucoup plus généreux.",cornell_movie_dialogs,conv_76643,the messenger,"drama, romance, war"
Comment ça?,"Votre fils a un très grand talent. Je ne pense pas que vous sachiez à quel point c'est génial, mais il essaie d'utiliser ce talent même contre votre volonté.",cornell_movie_dialogs,conv_69753,the shining,"horror, mystery, thriller"
L'argent? Un peu.,"Écoute. Je veux que tu mettes tous les centimes que tu as dans nos actions. Et George, j'ai peut-être un travail pour toi, c'est-à-dire, à moins que tu ne sois toujours marié à ce bâtiment et prêt brisé. C'est la chose la plus importante depuis la radio, et je te laisse entrer au rez-de-chaussée. Oh, Mary... Mary...",cornell_movie_dialogs,conv_55716,it's a wonderful life,"drama, fantasy, romance"
"Je présume par cette méthode que vous pourrez découvrir un nouvel indice, un mouchoir ou un vêtement... En d'autres termes, quelque chose que vos hommes n'ont pas encore pu trouver.","Sans aucun doute, monsieur. Si quelque chose appartient à la fille qui s'est enfuie est toujours ici sur cette île...",cornell_movie_dialogs,conv_32878,l'avventura,"drama, mystery"
On ne sait pas dans quoi on est!,"On est dans la merde! Choisis ton poison. Il est peut-être là pour finir le travail. Peut-être qu'il travaille pour Wombosi. Ils veulent peut-être passer à la télé ensemble. Toutes les possibilités sont nulles, on doit bouger!",cornell_movie_dialogs,conv_39625,the bourne identity,"action, adventure, mystery, thriller"
"Contexte: je suis client pro. J'ai oublie mon mot de passe, comment le reinitialiser?","Utilisez 'Mot de passe oublie' puis suivez les instructions recues par email. Si vous voulez, je peux aussi vous donner une checklist concise.",qa_csv:synthetic_realistic_qa_fr.csv,qa_synthetic_realistic_qa_fr_32055,,
Je suis revenu pour t'aider. Tu as dit que j'ai laissé des filles entrer chez moi. Tu sais où je vis. si vous en avez besoin. Venez où je vis. Ça va?,"Qui êtes-vous? Peut-être qu'il le faudra. Tu m'aimes bien, hein?",cornell_movie_dialogs,conv_38704,bloodmoon,"action, thriller"
