instruction,response,history
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le running."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Ines. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le running."
Donne-moi un conseil sport pour demain.,"Demain, fais une seance courte de running (30 minutes), echauffe-toi 5 minutes et termine par des etirements.","Utilisateur: Salut, je m'appelle Nadia. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le running."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le natation."
Et ma ville ?,Tu viens de Paris.,"Utilisateur: Salut, je m'appelle Nadia. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le tennis."
Rappelle mon prenom et ma ville.,Tu t'appelles Karim et tu viens de Lille.,"Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le natation."
Et ma ville ?,Tu viens de Marseille.,"Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le velo."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Lea.","Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le tennis."
Donne-moi un conseil sport pour demain.,"Demain, fais une seance courte de basket (30 minutes), echauffe-toi 5 minutes et termine par des etirements.","Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le basket."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le foot."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le tennis."
Donne-moi un conseil sport pour demain.,"Demain, fais une seance courte de basket (30 minutes), echauffe-toi 5 minutes et termine par des etirements.","Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le basket."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Lea.","Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le running."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Yanis. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le natation."
Et ma ville ?,Tu viens de Lyon.,"Utilisateur: Salut, je m'appelle Yanis. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le tennis."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Karim.","Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le natation."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Nadia. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le velo."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Sofia.","Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le foot."
Et ma ville ?,Tu viens de Lille.,"Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le tennis."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le velo."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Nadia. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le velo."
Rappelle mon prenom et ma ville.,Tu t'appelles Rachid et tu viens de Lyon.,"Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le foot."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Rachid.","Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le basket."
Rappelle mon prenom et ma ville.,Tu t'appelles Ines et tu viens de Toulouse.,"Utilisateur: Salut, je m'appelle Ines. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le foot."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le foot."
Donne-moi un conseil sport pour demain.,"Demain, fais une seance courte de running (30 minutes), echauffe-toi 5 minutes et termine par des etirements.","Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le running."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Yanis. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le tennis."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le running."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le velo."
Rappelle mon prenom et ma ville.,Tu t'appelles Sofia et tu viens de Lille.,"Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le running."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le running."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le running."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le velo."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le tennis."
Et ma ville ?,Tu viens de Nantes.,"Utilisateur: Salut, je m'appelle Yanis. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le natation."
Donne-moi un conseil sport pour demain.,"Demain, fais une seance courte de foot (30 minutes), echauffe-toi 5 minutes et termine par des etirements.","Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le foot."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le tennis."
Rappelle mon prenom et ma ville.,Tu t'appelles Ines et tu viens de Lille.,"Utilisateur: Salut, je m'appelle Ines. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le foot."
Et ma ville ?,Tu viens de Toulouse.,"Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le velo."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le tennis."
Rappelle mon prenom et ma ville.,Tu t'appelles Sofia et tu viens de Marseille.,"Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le foot."
Rappelle mon prenom et ma ville.,Tu t'appelles Sofia et tu viens de Toulouse.,"Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le running."
Rappelle mon prenom et ma ville.,Tu t'appelles Karim et tu viens de Lyon.,"Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le velo."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le velo."
Rappelle mon prenom et ma ville.,Tu t'appelles Karim et tu viens de Paris.,"Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le tennis."
Donne-moi un conseil sport pour demain.,"Demain, fais une seance courte de basket (30 minutes), echauffe-toi 5 minutes et termine par des etirements.","Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le basket."
Donne-moi un conseil sport pour demain.,"Demain, fais une seance courte de tennis (30 minutes), echauffe-toi 5 minutes et termine par des etirements.","Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le tennis."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Nadia. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le basket."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le basket."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le natation."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Rachid.","Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le running."
Rappelle mon prenom et ma ville.,Tu t'appelles Yanis et tu viens de Toulouse.,"Utilisateur: Salut, je m'appelle Yanis. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le velo."
Rappelle mon prenom et ma ville.,Tu t'appelles Rachid et tu viens de Lyon.,"Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le tennis."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le basket."
Donne-moi un conseil sport pour demain.,"Demain, fais une seance courte de running (30 minutes), echauffe-toi 5 minutes et termine par des etirements.","Utilisateur: Salut, je m'appelle Nadia. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le running."
Rappelle mon prenom et ma ville.,Tu t'appelles Nadia et tu viens de Toulouse.,"Utilisateur: Salut, je m'appelle Nadia. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le foot."
Rappelle mon prenom et ma ville.,Tu t'appelles Rachid et tu viens de Nantes.,"Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le foot."
Et ma ville ?,Tu viens de Lyon.,"Utilisateur: Salut, je m'appelle Ines. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le basket."
Et ma ville ?,Tu viens de Lille.,"Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le natation."
Rappelle mon prenom et ma ville.,Tu t'appelles Sofia et tu viens de Paris.,"Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le foot."
Donne-moi un conseil sport pour demain.,"Demain, fais une seance courte de foot (30 minutes), echauffe-toi 5 minutes et termine par des etirements.","Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le foot."
Et ma ville ?,Tu viens de Lille.,"Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le running."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Yanis. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le basket."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Sofia.","Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le tennis."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Nadia.","Utilisateur: Salut, je m'appelle Nadia. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le velo."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le velo."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Lea.","Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le natation."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Lea.","Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le basket."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le velo."
Rappelle mon prenom et ma ville.,Tu t'appelles Sofia et tu viens de Lyon.,"Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le running."
Et ma ville ?,Tu viens de Marseille.,"Utilisateur: Salut, je m'appelle Yanis. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le tennis."
Rappelle mon prenom et ma ville.,Tu t'appelles Sofia et tu viens de Marseille.,"Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le running."
Rappelle mon prenom et ma ville.,Tu t'appelles Amine et tu viens de Nantes.,"Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le foot."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Nadia.","Utilisateur: Salut, je m'appelle Nadia. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le natation."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Karim. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le running."
Rappelle mon prenom et ma ville.,Tu t'appelles Lea et tu viens de Paris.,"Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le running."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le tennis."
Et ma ville ?,Tu viens de Toulouse.,"Utilisateur: Salut, je m'appelle Sofia. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le tennis."
Rappelle mon prenom et ma ville.,Tu t'appelles Lea et tu viens de Marseille.,"Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Marseille. ||| Utilisateur: J'aime le running."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Amine.","Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le tennis."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Amine.","Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le foot."
Donne-moi un conseil sport pour demain.,"Demain, fais une seance courte de foot (30 minutes), echauffe-toi 5 minutes et termine par des etirements.","Utilisateur: Salut, je m'appelle Ines. ||| Utilisateur: Je viens de Lyon. ||| Utilisateur: J'aime le foot."
Reponds de maniere courte et polie.,Avec plaisir. Je peux t'aider en quelques phrases claires.,"Utilisateur: Salut, je m'appelle Ines. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le velo."
Rappelle mon prenom et ma ville.,Tu t'appelles Amine et tu viens de Toulouse.,"Utilisateur: Salut, je m'appelle Amine. ||| Utilisateur: Je viens de Toulouse. ||| Utilisateur: J'aime le natation."
Tu peux reformuler ma demande clairement ?,Bien sur. Je reformule ta demande de facon simple et concise.,"Utilisateur: Salut, je m'appelle Rachid. ||| Utilisateur: Je viens de Paris. ||| Utilisateur: J'aime le velo."
Et ma ville ?,Tu viens de Lille.,"Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Lille. ||| Utilisateur: J'aime le running."
Tu peux me rappeler mon prenom ?,"Oui, bien sur. Tu t'appelles Lea.","Utilisateur: Salut, je m'appelle Lea. ||| Utilisateur: Je viens de Nantes. ||| Utilisateur: J'aime le basket."
