instruction,response,history
Tu peux me rappeler mon prenom ?,Ton prenom est Mehdi.,"Utilisateur: Salut, je m'appelle Mehdi. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Bordeaux. ||| Assistant: Parfait, je retiens ta ville."
Elle veut savoir qui reste chez elle.,"C'est juste pour une nuit ou deux, jusqu'à ce qu'elle trouve sa propre place. J'ai essayé d'expliquer ça à tante Ruth, mais la connexion était mauvaise et son avion partait et elle a tout mélangé. Je lui disais que c'était mon amie et elle disait qu'elle ne connaissait aucun Ritas...",
Quel est mon sport prefere ?,Ton sport prefere est le foot.,"Utilisateur: Bonjour, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Nantes. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 45 minutes le mercredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Moi aussi.,"On va la poser, lui couper les ailes. L'école et les activités programmées et c'est tout jusqu'à nouvel ordre. Cela doit être traité délicatement. Dan Kelly, dans le bureau du procureur de district, nous aidera probablement, tranquillement. Ça pourrait être embarrassant.",
Tu te prends pour qui? Dehors! Vous êtes viré!,"Et ça? Garde-moi sur la paie comme consultant externe. En échange de mon salaire, je garderai ma bouche fermée. Je n'aurai pas besoin de venir au bureau. Je peux faire ce travail de la maison.",
Sors d'ici avant que ça ne monte vraiment.,"Cachez votre arme. Jetez-le. N'importe quoi. Écoute, je dois emprunter ta voiture... Je pense qu'on devrait faire un tour... loin d'ici pour la nuit... tu vois ce que je veux dire?",
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Lea, tu habites a Nantes, ton sport prefere est le tennis, et tu veux t'entrainer 20 minutes le mardi.","Utilisateur: Bonjour, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Nantes. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le tennis. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le mardi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Sofia, tu habites a Marseille, ton sport prefere est le velo, et tu veux t'entrainer 40 minutes le mardi.","Utilisateur: Bonjour, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Marseille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 40 minutes le mardi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Sofia, tu habites a Marseille, ton sport prefere est le tennis, et tu veux t'entrainer 60 minutes le dimanche.","Utilisateur: Bonjour, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Marseille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le tennis. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le dimanche. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Lyon.,"Utilisateur: Bonjour, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 45 minutes le samedi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Lea, tu habites a Marseille, ton sport prefere est le foot, et tu veux t'entrainer 20 minutes le jeudi.","Utilisateur: Bonjour, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Marseille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le jeudi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Saviez-vous qu'il a annulé les accusations pour cet appel?,"Quoi! Écoute! Quand vous retournerez à New York, prenez mes conseils et restez loin de ce bureau, sauf si vous vous fichez de ce qui arrive à votre carte.",
Rappelle mon prenom et ma ville.,Tu t'appelles Mehdi et ta ville est Nantes.,"Utilisateur: Salut, je m'appelle Mehdi. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
Ça fait partie de ton truc de Cynthia. Je m'occupe de son chien. Je vais dans sa putain de synagogue. Tu vis dans le passé.,"Trois mille ans de belle tradition, de Moïse à Sandy Koufax... Tu es dieu juste je vis dans le passé! Je--Jésus. Que s'est-il passé?",
Quel est mon prenom ?,Ton prenom est Amine.,"Utilisateur: Bonjour, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 30 minutes le mercredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Toulouse. ||| Assistant: Parfait, je retiens ta ville."
"Illusions, Madame?","Tu irais jusqu'à mutiler une fille impuissante qui n'a aucun moyen de se défendre, tu irais aussi loin? Tu ne crois pas que je sais ce que tu viens de dire et tu ne crois pas que je comprends le crime horrible et révoltant que tu viens de conspirer?",
On pourrait avoir besoin d'aide.,"Avec le FBI, il n'y a pas d'aide. Ils vous enterrent avec de l'aide. Explique-moi à propos de ce virus, non ne me parle pas du virus. Le truc, c'est que tu l'as vu, les photos.",
Rappelle mon objectif d'entrainement.,Ton objectif est de t'entrainer 45 minutes le mercredi.,"Utilisateur: Bonjour, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Nantes. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 45 minutes le mercredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Paris.,"Utilisateur: Bonjour, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le mercredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
"Rachel, c'est la vie d'un homme, on la tient entre nos mains.","Je sais que Dieu m'aide, je sais, Eli. Mais je vous dis que s'il est trouvé ici, les gens qui lui ont fait ça viendront pour Samuel.",
"Comment ça, Dr Chilton?","Une jolie jeune femme, pour l'allumer? Je ne crois pas que Lecter ait vu une femme en huit ans. Et oh, tu es toujours son ""goût"" - pour ainsi dire.",
Tu peux me rappeler mon prenom ?,Ton prenom est Karim.,"Utilisateur: Salut, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Nantes. ||| Assistant: Parfait, je retiens ta ville."
C'est pour ça que je dis Miller... Horace Miller. Il a sauté dans les cerceaux pour la machine avant qu'on le déplace sur le banc. Il prendra les ordres.,"Jim, supposons qu'on n'ait pas essayé de passer par ce barrage de Willet Creek, supposons qu'on le reporte à la prochaine session du Congrès, ou qu'on le laisse tomber...",
"Tu crois, bébé? Ma conversation te dérange, chérie?","Non, j'aime me lever vers 4 h du matin et parler d'animaux sauvages... Bien que tu m'aies réveillé cette fois au milieu d'un rêve. J'aimerais ne pas m'en souvenir. À Pee Dee, je ne me souvenais d'aucun de mes rêves.",
"Et quand il est rentré. Il t'a écrit à ce sujet? Ou téléphone, peut-être.","Je viens d'arriver à ma porte, grande comme la vie et deux fois plus méchante. Je voulais parler à mon fils.",
Quel est mon sport prefere ?,Ton sport prefere est le natation.,"Utilisateur: Bonjour, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le natation. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le samedi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Tu peux me rappeler mon prenom ?,Ton prenom est Rachid.,"Utilisateur: Salut, je m'appelle Rachid. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Paris. ||| Assistant: Parfait, je retiens ta ville."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Nadia, tu habites a Lyon, ton sport prefere est le velo, et tu veux t'entrainer 30 minutes le jeudi.","Utilisateur: Bonjour, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le velo. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 30 minutes le jeudi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Rappelle mon prenom et ma ville.,Tu t'appelles Sofia et ta ville est Lille.,"Utilisateur: Salut, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Quel est mon sport prefere ?,Ton sport prefere est le running.,"Utilisateur: Bonjour, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Paris. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le jeudi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Tu peux me rappeler mon prenom ?,Ton prenom est Nadia.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
"Tu sais quel genre de femme est Grace, Jake. Tu sais à quel point elle veut se débarrasser de Superior. Qu'est-ce qu'elle a pour toi, Jake, une femme qui veut ta mort? Laisse-moi la tuer. Tout ce que je veux c'est 200 dollars pour sortir d'ici.",200 dollars?,
Dans quelle ville j'habite ?,Tu habites a Toulouse.,"Utilisateur: Bonjour, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Toulouse. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 30 minutes le dimanche. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Rappelle mon objectif d'entrainement.,Ton objectif est de t'entrainer 40 minutes le dimanche.,"Utilisateur: Bonjour, je m'appelle Yanis. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 40 minutes le dimanche. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Karim, tu habites a Marseille, ton sport prefere est le natation, et tu veux t'entrainer 30 minutes le mardi.","Utilisateur: Bonjour, je m'appelle Karim. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Marseille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le natation. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 30 minutes le mardi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Dans quelle ville j'habite ?,Tu habites a Lyon.,"Utilisateur: Bonjour, je m'appelle Sofia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le mardi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Tu peux me rappeler mon prenom ?,Ton prenom est Amine.,"Utilisateur: Salut, je m'appelle Amine. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Lille. ||| Assistant: Parfait, je retiens ta ville."
Rappelle mon objectif d'entrainement.,Ton objectif est de t'entrainer 60 minutes le samedi.,"Utilisateur: Bonjour, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le foot. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 60 minutes le samedi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon sport prefere ?,Ton sport prefere est le running.,"Utilisateur: Bonjour, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 45 minutes le mercredi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Quel est mon sport prefere ?,Ton sport prefere est le running.,"Utilisateur: Bonjour, je m'appelle Ines. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Nantes. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 30 minutes le samedi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
"C'est priorite basse pour moi. Hello, Je cherche un casque sans fil pour appels et musique.","Bien sur, je peux vous aider. Je peux proposer 3 options par gamme de prix si vous me donnez le budget precis.",
Quel est mon sport prefere ?,Ton sport prefere est le running.,"Utilisateur: Bonjour, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lyon. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le running. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 20 minutes le mardi. ||| Assistant: Tres bien, je retiens ton objectif sportif."
Tu peux me rappeler mon prenom ?,Ton prenom est Nadia.,"Utilisateur: Salut, je m'appelle Nadia. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: Je viens de Marseille. ||| Assistant: Parfait, je retiens ta ville."
"D'accord Donald, mais laisse-le parler. Je veux entendre tous les points de vue. Vraiment. Vraiment.",Tu ne vois pas le danger inhérent à ce que tu fais ici? Le pouvoir génétique est la force la plus impressionnante jamais vue sur cette planète. Mais tu l'as manié comme un gamin qui a trouvé l'arme de son père.,
"Dites-moi honnêtement, puisque c'est peut-être notre dernière rencontre terrestre: si c'était un combat équitable où mettre votre argent?",Sur toi! Bien sûr! Vous êtes mon plus courageux combattant -- le meilleur combattant que j'ai jamais vu!,
Fais un recapitulatif de ce que tu sais sur moi.,"Tu t'appelles Lea, tu habites a Lille, ton sport prefere est le tennis, et tu veux t'entrainer 30 minutes le dimanche.","Utilisateur: Bonjour, je m'appelle Lea. ||| Assistant: Enchante, je retiens ton prenom. ||| Utilisateur: J'habite a Lille. ||| Assistant: D'accord, je retiens ta ville. ||| Utilisateur: Mon sport prefere est le tennis. ||| Assistant: Parfait, je retiens ton sport prefere. ||| Utilisateur: Demain je veux m'entrainer 30 minutes le dimanche. ||| Assistant: Tres bien, je retiens ton objectif sportif."
